COMMODITY,PRECO,QUANTIDADE
63048100015,8.85,444.0
63048100015,9.98,120.0
63048101004,2.47,36.0
63048101004,2.48,12.0
63048101004,2.65,24.0
63048101004,3.5,36.0
63048101004,3.86,4.0
63048101005,2.61,12.0
63048101005,2.65,48.0
63048101005,2.6624,180.0
63048101005,2.92,336.0
63048101005,3.21,228.0
63048101005,3.61,240.0
63048101005,3.91,584.0
63048101005,4.03,2004.0
63048101005,5.9,120.0
63048101005,6.51,120.0
63048101005,9.32,60.0
63049,5.49,6.0
63049,20.46,12.0
63049,328.65,1.0
6304917,1000.0,1.0
6305035,27.65,5.0
63056,1.0,46.52
63056,15.17,5.0
63056,18.26,1.0
63056,28.31,2.0
63056,34.64,5.0
6305628,10.7,2.0
6305630,10.39,100.0
6305634,21.3,2.0
6305634,21.79,6.0
6305638,12.04,1.0
6305638,106.59,1.0
6305638,110.69,3.0
6305639,18.0,20.0
6305639,37.99,60.0
6305642,23.55,1.0
6305642,24.66,1.0
6305642,25.69,1.0
6305642,29.77,1.0
6305642,33.19,2.0
6305642,48.99,1.0
6305646,22.99,3.0
6305646,45.09,5.0
6305646,48.37,1.0
6305646,50.83,1.0
6305646,69.9,3.0
6305646,84.1,42.0
6305646,85.5,19.0
6305646,89.99,14.0
6305646,95.99,15.0
6305646,131.19,2.0
6305646,155.18,1.0
6305646,175.27,1.0
6305647,36.07,5.0
6305647,127.09,7.0
6305647,599.76,1.0
6305647,664.14,1.0
6305647,828.11,1.0
6305647,975.73,1.0
6305647,1098.71,1.0
6305649,15.17,25.0
6305650,22.13,2.0
6305650,22.94,1.0
6305650,24.99,5.0
6305650,25.99,2.0
6305650,27.99,4.0
6305650,28.99,1.0
6305650,29.51,12.0
6305650,30.33,5.0
6305650,35.25,11.0
6305650,36.07,1.0
6305650,37.71,2.0
6305650,40.99,5.0
6305650,50.83,1.0
6305650,51.65,18.0
6305650,89.99,4.0
6305650,90.19,15.0
6305650,95.99,2.0
6305650,96.99,12.0
6305650,99.99,16.0
6305650,104.99,35.0
6305650,106.59,2.0
6305650,109.99,7.0
6305650,114.79,12.0
6305650,118.89,2.0
6305650,122.99,42.0
6305650,127.09,76.0
6305650,131.19,2.0
6305650,139.39,3.0
6305650,153.32,1.0
6305650,154.25,1.0
6305650,155.79,13.0
6305650,168.99,1.0
6305650,172.18,1.0
6305650,172.19,1.0
6305650,181.17,1.0
6305650,195.07,1.0
6305650,211.52,1.0
6305650,221.38,2.0
6305650,256.18,1.0
6305650,305.81,1.0
6305650,347.17,1.0
6305650,385.37,1.0
6305650,447.58,1.0
6305650,508.36,1.0
6305650,586.64,1.0
6305650,719.07,1.0
6305650,799.33,1.0
6305650,893.72,1.0
6305650,942.92,1.0
6305650,950.29,1.0
6305650,1140.51,1.0
6305650,1143.81,1.0
6305650,1180.73,1.0
6305650,1955.52,1.0
6305650,2107.16,1.0
6305652,18.44,10.0
6305652,22.99,15.0
6305652,23.8,10.0
6305652,110.69,3.0
6305652,254.73,1.0
6305654,27.99,1.0
6305654,33.73,30.0
6305654,349.86,1.0
6305657,2.97,1.0
6305657,9.99,2.0
6305657,27.87,1.0
6305657,28.76,1.0
6305657,30.33,3.0
6305657,35.25,3.0
6305657,38.24,5.0
6305657,40.99,17.0
6305657,69.99,3.0
6305657,86.09,1.0
6305657,127.09,11.0
6305657,131.19,1.0
6305657,139.39,3.0
6305657,154.14,1.0
6305657,155.76,5.0
6305657,161.86,1.0
6305657,174.6,1.0
6305657,206.16,1.0
6305657,310.64,1.0
6305657,470.16,1.0
6305657,635.45,1.0
6305657,729.68,1.0
6305657,851.07,1.0
6305660,29.51,3.0
6305660,124.99,1.0
6305660,127.09,1.0
6305660,139.39,2.0
6305663,28.8,53.0
6305663,104.95,1.0
63057841001,6.35,84.0
63057841002,5.0,60.0
63057841002,5.12,240.0
63057841002,5.35,12.0
63057841002,5.95,300.0
63057841002,6.04115,96.0
63057841002,7.35,24.0
63057841002,8.59,60.0
63057841002,8.79,168.0
6306240,149.75,6.0
63064,1.76,1260.0
63064,3.8,114.0
63064,5.9195,1.0
63064,6.05,144.0
63064,6.22,80.0
63064,6.96,84.0
63064,7.07,36.0
6306424,1295.0,1.0
6306428,1.0,595.64
6306429,2.66,288.0
6306429,5960.0,1.0
6306429,6660.0,1.0
63064291002,3.01,60.0
63064291002,3.87,24.0
6306543,145.5,40.0
6306543,155.25,124.0
63066,9.29,120.0
63066,10.0,160.0
63066,10.08,3410.0
63066,10.15,1255.0
63066,10.85,8525.0
63066,11.0,160.0
63066,11.3,8800.0
63066,12.2,240.0
63066,14.4,135.0
63066,36.25,525.0
63066,37.5,2360.0
63066,45.515,150.0
63066,46.43,591.0
63066,48.985,150.0
63066,50.4,833.0
63066,50.74,549.0
63066,52.5,99.0
63066,53.66,48.0
63066,54.2,706.0
63066,56.25,50.0
63066,56.38,216.0
63066,56.93,72.0
63066,56.95,1008.0
63066,57.5,1011.0
63066,60.98,48.0
63066,62.1,2.0
63066,63.5,2.0
63066,66.3,6.0
63066,74.6,34.0
63066,75.35,82.0
63066,75.65,1.0
63066,82.0,2.0
63066,83.34,32.0
63066,112.84,2.0
63066,462.0,80.0
63066,481.25,136.0
63066101001,2.09,4944.0
63066101001,2.47,2076.0
63066101001,2.48,1211.0
63066101001,2.57,10008.0
63066101001,2.61,180.0
63066101001,2.65,120.0
63066101001,2.99,120.0
63066101001,3.16833,120.0
63066101001,3.5,240.0
63066101001,3.9,60.0
63066101002,2.1,7920.0
63066101002,2.47,3279.0
63066101002,2.48,336.0
63066101002,2.49,2474.0
63066101002,2.5,600.0
63066101002,2.56,15758.0
63066101002,2.99,120.0
63066101002,3.49,204.0
63066101002,3.5,360.0
63066101002,4.42,240.0
63066101003,2.23,6576.0
63066101003,2.47,2628.0
63066101003,2.48,2376.0
63066101003,2.5,600.0
63066101003,2.58,120.0
63066101003,2.61,804.0
63066101003,2.71,11400.0
63066101003,2.752,336.0
63066101003,2.92,240.0
63066101003,2.99,240.0
63066101003,3.002,312.0
63066101003,3.49,300.0
63066101003,3.5,660.0
63066101003,3.9,108.0
63066101003,4.42,240.0
6306652,4.823,24.0
6306652,32.99,75.0
63066520001,3.87,120.0
63066520001,4.823,60.0
63066520001,6.266,138.0
63066520001,7.69,294.0
63066520002,3.91,120.0
63066520002,4.8,90.0
63066520002,6.507,60.0
63066520002,7.69,189.0
6306686,10.85,1100.0
6306686,11.3,550.0
6306686,11.5,120.0
6306686,14.58,100.0
6306686,14.84,140.0
63072,5.85,108.0
63072,41.0,208.0
63072,41.51,208.0
6307235,22.13,3.0
6307235,31.97,5.0
6307235,69.9,6.0
6307235,84.1,2.0
6307235,84.99,11.0
6307235,87.99,9.0
6307235,89.99,4.0
6307235,90.19,12.0
6307235,104.99,2.0
6307235,124.99,2.0
6307245,20.49,1.0
63081102001,2.37,2.0
63082,69.9,3.0
63082,89.99,3.0
6308272,69.9,4.0
6308273,20.49,1.0
6308273,20.99,1.0
6308273,22.13,3.0
6308273,24.99,3.0
6308273,30.33,1.0
6308273,36.07,4.0
6308273,69.9,4.0
6308273,75.9,2.0
6308273,89.99,3.0
6308273,90.19,22.0
6308273,94.99,1.0
6308274,21.99,5.0
6308274,89.99,1.0
63088,156.45,2.0
6309066,26.85,10.0
6309070,1.0,70.84
6309070,7.48,33.0
6309070,17.09,542.0
63500,7.87,10.0
63500,28.6,4.0
63500,29.0,10.0
63500,31.0,7.0
63500,31.9,15.0
63500,34.0,12.0
63500,34.2,8.0
63500,37.78,8.0
63500,38.0,7.0
63500,41.0,4.0
63500,44.0,8.0
63500,61.25,8.0
63500,241.0,1.0
63500,2833.33,3.0
63500,4695.0,1.0
63500,24980.0,2.0
6351418,22.0,1.0
6352062,9.25,54.0
6352062,9.27,27.0
6353810,4.3,12.0
6353810,8.39,6.0
63540,16500.0,1.0
63547,2.38,4.0
63547,3.25,4.0
63547,4.69,3.0
63547,13.75,2.0
63547,28.8,1.0
63547,45.1,2.0
6354720,1.0,481.72
6354720,1.8944,4.0
63550,25.517,18.0
63550,95.4,2.0
63550,400.0,2.0
63550,600.0,2.0
63550,2300.0,12.0
63550,3100.0,2.0
6355077,0.79,200.0
6355077,1.17,375.0
6355077,1.59,500.0
6355077,43.75,10.0
63575,1.33,8.0
63575,2.06,12.0
63575,5.6,10.0
63575,10.49,12.0
63575,10.64,17.0
63575,120.0,1.0
6357541,55.0,1.0
6357541,63.0,1.0
6357541,1049.44,1.0
6357541,2365.0,1.0
6357553,12.7,2.0
6357553,350.0,1.0
63580,1.0,2245.73
63580,2035.0,1.0
640,21.68,506.0
640,22.8,40.0
6401011,1.31,100.0
64015,23.54,20.0
64015,27.41,25.0
64015100001,27.0,1.0
64015100004,43.64,1.0
6401516,26.5,1.0
6401547,27.99,1.0
6401561,12.6,60.0
64015611001,11.86,36.0
6402020,7.19,19.0
6402020,7.29,17.0
6402020,7.89,3.0
6402020,8.09,3.0
6402020,9.7555,20.0
6402020,90.1,1.0
6402020,180.77,1.0
64025,0.22,3121.0
64025,1.0,2457.8
64025,2.09,45.0
64025,3.0,130.0
64025,5.0,21460.0
64025,6.5,935.0
64025,20.81,50.0
64025,28.8416,300.0
6402560,86.0,5.0
6402566,0.57,300.0
6402566,1.07,300.0
6402566,2.32,500.0
6402566,38.73,30.0
6402570,2.09,45.0
6402570,38.73,75.0
6402577,0.67,10000.0
6402578,0.15,2000.0
6402578,1.25,2000.0
64043,18.94,1.0
64043,25.0,1.0
64043,43.2,1.0
64043,250.34,1.0
6404325,30.97,10.0
6404520,2.8,1.0
6404520,25.01,35.0
6404520,37.5,35.0
64050,10.82,6.0
64050,22.0,1.0
64050,45.75,1.0
64050,68.65,1.0
64050,69.91,1.0
64050,76.95,1.0
6405010,2.8,1.0
6405010,11.47,6.0
6405010,17.72,2.0
6405010,18.48,1.0
6405010,47.25,1.0
6405010,79.67,1.0
6405010,87.44,1.0
6405010,88.35,1.0
64050100001,2.07,10.0
64050100001,2.13,209.0
64050100001,2.2,50.0
64050100001,2.594,50.0
64050100001,2.6,175.0
64050100001,3.5,600.0
64050100001,3.9,50.0
64050100001,4.875,40.0
64050100001,5.52,35.0
64050100001,51.05,7.0
64050100004,36.09,10.0
64050100004,45.0,1.0
64050100004,59.53,19.0
64050100004,64.0,8.0
64050100004,65.16,97.0
64050100004,66.4,35.0
64050100004,70.59,4.0
64050100004,77.75,27.0
64050100004,82.4,47.0
64050100004,119.11,2.0
64050100006,41.75,2.0
64050100006,42.1,2.0
64050100006,44.47,2.0
64050100006,68.65,1.0
64050100006,79.2,1.0
64050100006,82.04,1.0
6405034,5.1,1.0
6405034,34.92,1.0
6405034,68.65,1.0
6405036,66.4,1.0
6405037,80.21,1.0
6405066,58.77,1.0
6405066,76.95,1.0
6405077,21.76,6.0
64060,10.82,4.0
64060,37.99,1.0
64060,68.65,1.0
64060,69.91,1.0
6406015,1.0,243.25
6406015,34.25,8.0
6406015,34.35,12.0
6406015,48.9,30.0
6406015,58.5,10.0
6406030,1.0,32753.15
6406030,2.24,80.0
6406030,37.25,5.0
6406030,44.85,7.0
6406034,75.73,4.0
6406054,0.68,500.0
6406067,21.05,1.0
6406070,5.1,1.0
6406070,14.82,1.0
6406076,1.0,1040.0
6406076,140.0,2.0
6406076,634.0,4.0
6406654,3.2,20.0
6406685,1.0,487.6
6406685,18.82,30.0
6406685,21.18,2.0
6406685,22.0,2.0
6406685,23.46,8.0
64066850001,12.29,29.0
64066850001,13.19,5.0
64066850001,13.39,2.0
64066850001,13.66,5.0
64066850001,14.55,5.0
64075,2.8,1.0
64075,9.33,16.0
64075,10.35,224.0
64075,11.86,121.0
64075,11.87,79.0
64075,12.6,36.0
64075,16.06,44.0
64075,16.71,39.0
64075,17.65,152.0
64075,18.35,141.0
64075,19.71,112.0
64075,20.03,1.0
64075,20.58,99.0
64075,21.17,100.0
64075,21.18,2.0
64075,21.47,339.0
64075,21.68,22.0
64075,21.76,120.0
64075,21.88,15.0
64075,22.12,300.0
64075,22.74,30.0
64075,22.8,600.0
64075,22.87,25.0
64075,22.94,269.0
64075,25.88,200.0
64075,27.0,150.0
64075,28.53,100.0
64075,30.0,9.0
64075,30.05,163.0
64075,30.6,7.0
64075,30.89,220.0
64075,32.38,8.0
64075,32.55,135.0
64075,32.7,1355.0
64075,33.0,23.0
64075,33.29,7.0
64075,34.23,2.0
64075,35.29,379.0
64075,36.7,272.0
64075,36.78,10.0
64075,39.13,2.0
64075,39.41,25.0
64075,42.0,50.0
64075,47.09,4.0
64075,50.59,720.0
64075,52.0,121.0
64075,52.94,375.0
64075,53.76,20.0
64075,54.12,552.0
64075,57.3,6.0
64075,61.0,240.0
64075,63.74,432.0
64075,66.67,2.0
64075,66.86,6.0
64075,66.93,120.0
64075,86.5,61.0
64075101002,25.26,220.0
64075101002,25.93,112.0
64075101002,27.0,759.0
64075101002,27.37,10.0
64075101002,28.53,15.0
64075102001,21.18,38.0
64075102001,22.0,9.0
64075103001,27.63,3.0
64075103001,29.41,55.0
64075103001,30.74,32.0
64075103001,32.21,80.0
64075103001,32.59,55.0
64075103001,33.69,10.0
64075103001,35.55,21.0
64075103002,52.94,280.0
64075104001,18.35,10.0
64075104001,21.18,945.0
64075104001,22.12,1004.0
64075104001,23.19,530.0
64075104001,23.46,221.0
64075104001,26.18,245.0
64075104001,27.3,74.0
64075104001,27.63,14.0
64075104001,28.8,115.0
64075104001,30.87,10.0
64075104002,16.06,48.0
64075104002,16.61,141.0
64075104002,16.71,275.0
64075104002,17.8,212.0
64075104002,18.22,65.0
64075104002,19.04,60.0
64075104002,21.58,92.0
64075104002,23.51,20.0
64075104002,26.34,90.0
64075104002,27.66,20.0
64075104002,46.58,15.0
64075104003,14.71,45.0
64075104003,15.2,60.0
64075104003,15.25,84.0
64075104003,15.29,186.0
64075104003,16.25,67.0
64075104003,16.78,11.0
64075104003,17.43,17.0
64075104003,20.53,40.0
64075104004,14.71,61.0
64075104004,15.29,27.0
64075104004,58.25,18.0
64075106001,30.82,53.0
64075106001,32.21,57.0
64075580001,32.7,26.0
6407567,1.0,7381.639999999999
6407567,32.7,12.0
6407567,33.11,16.0
64075671001,33.0,497.0
64075671001,34.04,162.0
64075671001,34.23,703.0
64075671001,34.64,100.0
64075671001,35.67,16.0
64075671001,35.87,16.0
64075671001,36.43,82.0
64075671001,37.35,24.0
64075671001,39.81,56.0
64075671003,34.71,72.0
64075671003,35.91,104.0
64075671003,36.11,209.0
64075671003,36.12,52.0
64075671003,36.99,130.0
64075671003,38.39,438.0
64075671003,39.35,65.0
64075671003,41.02,214.0
6407568,18.94,68.0
6407568,22.8,6.0
6407568,24.71,200.0
6407568,29.27,200.0
6407568,32.7,144.0
6407570,23.46,200.0
6407570,47.25,150.0
6407572,23.46,300.0
6407577,34.94,72.0
64075771001,49.12,992.0
64075771001,50.3,6.0
64075771001,50.59,919.0
64075771001,52.5,769.0
64075771001,52.91,12.0
64075771001,52.94,2957.0
64075771001,53.79,66.0
64075771001,54.6,185.0
64075771001,55.21,14.0
64075771001,55.27,270.0
64075771001,69.72,83.0
6407580,50.0,50.0
6407583,21.18,1.0
6407585,1.0,118.0
64085,21.68,61.0
64085,22.8,66.0
6408510,1.0,4050.76
6408510,10.82,6.0
6408510,48.22,35.0
6408510,412.0,2.0
6408510,509.6,1.0
6408520,10.82,224.0
6408520,63.74,96.0
6408525,43.94,1.0
6408540,11.47,336.0
6408540,34.333,12.0
6408540,40.08,41.0
6408540,66.93,168.0
6408540,412.0,1.0
6408750,21.25,35.0
64510,18.8,8.0
64510,28.0,32.0
64510,31.0,16.0
64510,34.0,8.0
64518,651.83,1.0
64521,0.35,600.0
64521,26.03,4.0
64521,29.5,4.0
64521,40.2,20.0
64521,412.0,2.0
64521,495.0,1.0
64521,1088.0,1.0
6452171,1088.0,1.0
6453383,40.2,40.0
6453565,0.3823,3000.0
6453565,0.5523,3000.0
6456965,51.0,26.0
6456965,90.0,10.0
64580,48.5,45.0
650,8533.0,1.0
65000,275.0,18.0
65006,1.0,785.0
65006,650.0,1.0
65006,1168.0,20.0
65006,1195.0,20.0
65006,1199.0,15.0
65006,7410.0,1.0
65006,7489.0,1.0
65010,2.0,8.0
65010,5.0,4.0
65010,49.0,300.0
65010,52.0,100.0
65010,56.0,350.0
65010,102.0,27.0
65010,1229.0,2.0
65036,45.0,20.0
65036,482.59,4.0
65036,495.11,20.0
65036,615.85,2.0
65036,625.0,3.0
65036,722.5,2.0
65036,734.0,1.0
65038,40.0,8.0
65038,98.0,150.0
65038,238.0,5.0
65038,391.0,5.0
65038,3586.15,1.0
65050,1.48,5650.0
65050,1.53,5300.0
65050,3.944889,1246.17
65050,4.0,928.0
65050,25.65,4500.0
65050,26.68,10913.715
65050,26.92,240.0
65050,75.0,12.0
65050,99.0,44.0
65050,161.0,5.0
65050,184.0,37.0
65050,283.0,5.0
65050,285.0,2.0
65066,2.05,80.0
65066,3.2,60.0
65066,6.75,30.0
65066,17.5,10.0
65066,20.0,30.0
65066,40.0,60.0
65066,42.45,200.0
65066,48.0,15.0
65066,50.5,10.0
65066,56.41,1.0
65066,75.0,15.0
65066,89.25,40.0
65066,91.91,2.0
65066,98.75,1.0
65066,141.0,159.0
65066,150.22,5.0
65066,151.72,4.0
65066,236.72,4.0
65066,290.53,5.0
65066,432.44,9.0
65066,440.0,8.0
65066,585.88,11.0
65066,1109.0,4.0
65066,2255.0,1.0
65066,3032.48,1.0
65066,3060.0,1.0
65066,3198.72,2.0
65066,3289.82,1.0
65066,3674.5,7.0
65066,3676.05,1.0
65066,3739.0,6.0
65066,4388.0,1.0
6506693,1218.58,1.0
6507270,2.55,200.0
6507270,3.2,800.0
6507270,9.75,100.0
6507270,18.15,150.0
6507270,59.9,60.0
65078,89.5,55.0
65250504012,4.13,36.0
65266,541.25,7.0
655,9.99,4.0
655,12.95,1.0
655,31.45,18.0
655,73.95,4.0
655,143.0,3.0
655,299.0,2.0
655,310.25,1.0
655,361.9,1.0
655,495.0,1.0
655,756.25,1.0
655,1490.95,1.0
655,1585.5,2.0
655,1750.0,1.0
655,1870.0,2.0
65500,7.01,1.0
65500,206.15,2.0
65500,251.95,1.0
65500,293.89,1.0
65500,1530.33,1.0
65500,1558.8,1.0
65500,1706.0,1.0
65500,3076.9,1.0
65512,1.0,137.0
65512,2.25,51.0
65512,4.0,25.0
65512,5.95,115.0
65512,6.0,30.0
65512,9.95,350.0
65512,10.0,25.0
65512,12.0,12.0
65512,14.0,2.0
65512,15.0,1179.0
65512,19.5,10.0
65512,19.95,263.0
65512,20.47,1.0
65512,25.0,110.0
65512,27.68,3.0
65512,29.0,1.0
65512,29.95,20.0
65512,30.0,1.0
65512,30.45,104.0
65512,32.0,1.0
65512,38.08,50.0
65512,39.95,110.0
65512,43.85,119.0
65512,45.0,10.0
65512,47.71,1.0
65512,48.0,1.0
65512,52.2,200.0
65512,54.95,498.0
65512,55.0,260.0
65512,59.53,2.0
65512,60.0,1.0
65512,61.01,50.0
65512,63.13,2.0
65512,68.74,50.0
65512,70.84,40.0
65512,72.06,1.0
65512,78.25,2.0
65512,99.0,44.0
65512,113.4,3.0
65512,114.72,338.0
65512,124.0,333.0
65512,132.96,1.0
65512,161.63,1.0
65512,184.56,4.0
65512,195.0,40.0
65512,204.64,106.0
65512,210.24,338.0
65512,239.84,1.0
65512,241.67,4.0
65512,245.0,80.0
65512,248.54,6.0
65512,259.14,6.0
65512,285.45,30.0
65512,338.45,491.0
65512,388.08,15.0
65512,396.62,75.0
65512,424.91,4.0
65512,465.34,2.0
65512,535.0,333.0
65512,622.64,54.0
65512,1909.46,1.0
65512,3051.76,25.0
65512,4099.0,338.0
65512,9523.93,1.0
65515,1.0,2339.88
65515,11.28,505.0
65515,12.23,4.0
65515,18.95,1.0
65515,23.95,1.0
65515,29.4,1.0
65515,29.49,1.0
65515,29.99,3.0
65515,32.99,1.0
65515,34.79,1.0
65515,38.4,1.0
65515,38.95,3.0
65515,41.95,15.0
65515,43.2,5.0
65515,45.46,253.0
65515,53.88,1.0
65515,54.0,4.0
65515,55.9,5.0
65515,59.95,2.0
65515,59.99,4.0
65515,64.51,7.0
65515,93.85,3.0
65515,96.0,5.0
65515,106.95,2.0
65515,115.0,3.0
65515,179.0,2.0
65515,219.0,1.0
65515,269.0,3.0
65515,269.95,2.0
65515,270.88,1.0
65515,273.95,1.0
65515,315.0,1.0
65515,331.2,5.0
65515,349.0,1.0
65515,363.0,1.0
65515,429.99,1.0
65515,489.0,1.0
65515,537.66,4.0
65515,598.0,1.0
65515,699.5,1.0
65515,749.99,1.0
65515,768.8,1.0
65515,899.0,1.0
65515,1438.8,5.0
65515,2369.0,1.0
65515,3349.99,1.0
6551521,48.8,10.0
6551522,106.43,10.0
6551522,25995.0,1.0
65520,16.44,2.0
65520,16.83,1.0
65520,27.5,2.0
65520,28.0,1.0
65520,28.71,2.0
65520,34.6,10.0
65520,35.0,2.0
65520,38.6,4.0
65520,39.95,11.0
65520,40.0,21.0
65520,45.0,6.0
65520,50.0,7.0
65520,53.0,2.0
65520,65.0,16.0
65520,89.0,1.0
65520,190.42,1.0
65520,195.0,22.0
65520,278.0,1.0
65520,399.0,1.0
65520,480.1,2.0
65520,495.0,20.0
65520,549.57,2.0
65520,596.95,4.0
65520,599.95,1.0
65520,695.0,1.0
65520,842.5,2.0
65520,1399.95,1.0
65520,1595.0,1.0
65520,1899.0,1.0
65520,5949.0,1.0
65520,13170.0,1.0
6552032,32.43,5.0
65525,12.85,4.0
65525,12.95,44.0
65525,13.54,1.0
65525,16.23,4.0
65525,19.9,1.0
65525,19.95,1.0
65525,24.0,40.0
65525,48.37,2.0
65525,167.1,5.0
65525,168.25,17.0
65525,259.0,1.0
65525,452.49,1.0
65525,1614.0,1.0
65525,1969.5,1.0
65527,1.0,722.0
65527,156.25,1.0
65527,672.0,2.0
65527,5650.0,1.0
65527,11620.0,2.0
65529,0.01,13.0
65529,1.0,3639.6
65529,15.0,23.0
65529,25.0,3.0
65529,39.0,3.0
65529,44.9,15.0
65529,49.0,15.0
65529,55.0,2.0
65529,70.0,5.0
65529,73.81,6.0
65529,77.0,3.0
65529,81.5,40.0
65529,99.99,4.0
65529,106.69,252.0
65529,106.82,6.0
65529,119.0,3.0
65529,122.29,6.0
65529,122.92,10.0
65529,124.95,1.0
65529,129.0,2.0
65529,134.0,2.0
65529,135.79,1.0
65529,141.31,4.0
65529,146.99,2.0
65529,155.19,1.0
65529,193.99,1.0
65529,206.09,1.0
65529,211.14,10.0
65529,226.73,1.0
65529,230.48,6.0
65529,237.05,10.0
65529,242.66,6.0
65529,299.0,8.0
65529,301.24,6.0
65529,326.95,15.0
65529,368.59,1.0
65529,369.59,6.0
65529,377.9,10.0
65529,400.0,1.0
65529,417.09,4.0
65529,495.0,1.0
65529,496.95,15.0
65529,510.0,3.0
65529,517.0,1.0
65529,526.95,2.0
65529,533.49,1.0
65529,596.95,6.0
65529,609.75,6.0
65529,613.44,2.0
65529,622.63,5.0
65529,730.0,1.0
65529,945.0,1.0
65529,966.0,2.0
65529,1096.95,1.0
65529,1199.99,1.0
65529,1206.0,1.0
65529,1396.95,3.0
65529,1519.95,1.0
65529,1607.35,4.0
65529,1682.6,1.0
65529,1996.95,7.0
65529,2196.95,3.0
65529,2496.95,3.0
65529,2498.0,2.0
65529,2606.1,4.0
65529,3200.0,1.0
65529,3494.9,4.0
65529,3799.0,1.0
65529,4295.0,1.0
65529,4475.51,6.0
65529,4515.0,1.0
65529,4908.0,1.0
65529,4991.54,5.0
65529,5677.5634,6.0
65529,5815.15,3.0
65529,5995.0,3.0
65529,7607.5,19.0
65529,8528.25,54.0
65529,14415.3,1.0
65529,14467.25,8.0
6552912,20.0,3.0
6552912,36.0,3.0
6552912,70.57,2.0
6552912,510.0,3.0
6552912,596.95,3.0
6552925,4.49,20.0
65530,1.0,1878.29
65530,3.75,30.0
65530,70.0,10.0
65530,124.95,10.0
65530,389.0,15.0
65530,613.44,1.0
65530,5099.0,1.0
65530,51200.0,1.0
65535,48.99,2.0
65535,1078.01,1.0
65535,1149.0,1.0
65535,1299.0,1.0
65535,1479.0,1.0
6553533,249.99,1.0
65539,1.0,1182.19
65539,42.0,1.0
65539,165.0,1.0
65539,274.99,8.0
65539,1499.0,1.0
65539,1725.0,1.0
65539,2810.0,1.0
65539,5995.0,1.0
65540,2999.43,1.0
6555558,158.0,6.0
6555558,166.6,6.0
6555558,187.0,38.0
6555558,196.0,15.0
6555558,295.0,26.0
6555558,650.0,1.0
6556050,6.44,20.0
6556050,14.96,3.0
65578,107.0,5.0
65592,427.5,1.0
65592,513.0,2.0
658,415.0,1.0
658,430.0,1.0
658,7185.0,1.0
65804,7.33,100.0
65805,2.49,120.0
65822,1.0,81.01
6582209,222.2,1.0
65828,197.64,1.0
6582806,2.37,1.0
6582806,10.22,3.0
6582806,12.53,3.0
6582806,18.67,3.0
6582806,23.78,3.0
6582806,28.0,10.0
6582806,31.62,3.0
6582806,33.82,40.0
6582806,34.0,4.0
6582806,68.57,3.0
6582806,75.79,1.0
6582806,114.64,1.0
6582806,135.0,1.0
6582806,148.36,1.0
6582806,149.47,3.0
6582806,169.04,1.0
6582806,185.82,2.0
6582806,189.95,1.0
6582806,191.0,1.0
6582806,213.0,1.0
6582806,279.5,1.0
6582806,399.5,1.0
6582806,695.0,1.0
6582806,716.05,1.0
6582806,764.0,1.0
6582806,1350.0,1.0
6582812,199.43,1.0
65834,21.45,240.0
65834,27.56,20.0
65834,76.0,15.0
65834,152.0,35.0
65834,303.98,15.0
65834,427.5,2.0
65835,140.14,1.0
65835,225.89,1.0
65835,246.76,1.0
65835,336.63,1.0
65835,751.07,1.0
65846,42.0,4.0
65846,64.68,10.0
65846,197.71,2.0
65846,205.47,2.0
65846,292.0,2.0
65846,367.0,2.0
65846,710.0,2.0
6584637,110.16,180.0
6584638,363.35,1.0
6584638,731.54,2.0
6584638,1327.92,2.0
6584638,1753.0,1.0
6584638,3505.87,1.0
6584638,4231.82,2.0
6584638,4429.67,2.0
6584642,160.65,1.0
6584642,208.95,1.0
6584642,276.51,1.0
6584642,303.88,1.0
6584642,335.29,1.0
6584642,631.22,1.0
6584642,778.13,1.0
6584642,834.13,1.0
6584642,841.25,2.0
65846421001,71.55,120.0
65858,5.95,720.0
65858,19.65,2.0
65858,32.65,2.0
65858,39.45,6.0
65858,285.0,1.0
65858,1783.0,1.0
65858,3698.0,1.0
6585838,9.45,120.0
6585838,16.78,1120.0
65858380001,0.174,1300.0
65858380001,0.21,1000.0
65858380001,0.22,8500.0
65858380001,0.24,3000.0
65858380001,0.25,500.0
65858380001,0.26,500.0
65858380002,0.2856,3000.0
65858380002,0.33,9200.0
65858380002,0.34,2500.0
65858380002,0.36,10000.0
65858380002,0.37,35400.0
65858380002,0.38,1000.0
65858380002,0.45,1000.0
65858380002,0.5,400.0
65858380002,0.68,600.0
65858380003,0.45,1300.0
65858380003,0.47,3500.0
65858380003,0.4807,500.0
65858380003,0.54,3800.0
65858380004,0.5745,3000.0
65858380004,0.64,9600.0
65858380004,0.68,1000.0
65858380004,0.69,500.0
65858380004,0.7,1000.0
65858380004,0.71,21300.0
65858380004,0.72,11400.0
65858380004,0.84,500.0
65858380004,0.9,800.0
65858380004,0.96,1000.0
65858380004,1.04,600.0
65858380004,1.15,500.0
65858380005,0.93,6000.0
65858380005,0.98,4900.0
65858380005,0.9834,2000.0
65858380005,1.11,300.0
65858380005,1.13,24200.0
65858380005,1.15,600.0
65858380005,1.18,800.0
65858380005,1.2,1500.0
65858380005,1.35,1000.0
65858380005,1.46,600.0
65858380005,1.5,500.0
65858380005,1.62,1200.0
65860,1.52,16.0
65860,2.62,20.0
65860,5.66569,40.0
